,location,ticket_number,issued_date,description,status,dayofweek,hourofday,lat,lon,count,amount
2572,700 LIVINGSTON AVE,231500351,2023/01/14 17:44:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,17,43.037905,-76.127188,1,25
2573,700 LIVINGSTON AVE,231500350,2023/01/14 17:42:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,17,43.037905,-76.127188,1,25
2574,700 LIVINGSTON AVE,230700243,2023/01/14 17:42:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2575,700 LIVINGSTON AVE,230700244,2023/01/14 17:45:00+00,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,25
2576,700 LIVINGSTON AVE,230700401,2023/01/20 09:15:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Friday,9,43.037905,-76.127188,1,60
2577,700 LIVINGSTON AVE,396901D,2023/01/15 21:02:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,21,43.037905,-76.127188,1,60
2578,700 LIVINGSTON AVE,23500506,2023/01/25 10:13:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.037905,-76.127188,1,60
2579,700 LIVINGSTON AVE,23500507,2023/01/25 10:13:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Wednesday,10,43.037905,-76.127188,1,60
2580,700 LIVINGSTON AVE,23500566,2023/01/26 09:13:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,9,43.037905,-76.127188,1,60
2581,700 LIVINGSTON AVE,231500793,2023/02/02 10:24:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,10,43.037905,-76.127188,1,60
2582,700 LIVINGSTON AVE,231500794,2023/02/02 10:26:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,10,43.037905,-76.127188,1,60
2583,700 LIVINGSTON AVE,231500802,2023/02/02 10:48:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Thursday,10,43.037905,-76.127188,1,25
2584,700 LIVINGSTON AVE,415854D,2023/01/25 20:53:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,20,43.037905,-76.127188,1,60
2585,700 LIVINGSTON AVE,408283D,2023/01/30 07:04:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Monday,7,43.037905,-76.127188,1,60
2586,700 LIVINGSTON AVE,394276D,2023/01/29 21:39:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,21,43.037905,-76.127188,1,60
2587,700 LIVINGSTON AVE,408281D,2023/01/30 18:56:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,18,43.037905,-76.127188,1,60
2588,700 LIVINGSTON AVE,408282D,2023/01/30 19:02:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,19,43.037905,-76.127188,1,60
2589,700 LIVINGSTON AVE,408284D,2023/01/30 19:05:00+00,MISC,Paid In Full,Monday,19,43.037905,-76.127188,1,25
2590,700 LIVINGSTON AVE,408285D,2023/01/30 19:06:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,19,43.037905,-76.127188,1,60
2591,700 LIVINGSTON AVE,395499D,2023/02/01 21:39:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,21,43.037905,-76.127188,1,60
2592,700 LIVINGSTON AVE,395500D,2023/02/01 21:43:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,21,43.037905,-76.127188,1,60
2593,700 LIVINGSTON AVE,395501D,2023/02/01 21:46:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,21,43.037905,-76.127188,1,60
2594,700 LIVINGSTON AVE,23500975,2023/02/13 09:25:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,9,43.037905,-76.127188,1,60
2595,700 LIVINGSTON AVE,23500974,2023/02/13 09:25:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.037905,-76.127188,1,60
2596,700 LIVINGSTON AVE,231501071,2023/02/14 16:52:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,16,43.037905,-76.127188,1,60
2597,700 LIVINGSTON AVE,231501073,2023/02/14 16:53:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,16,43.037905,-76.127188,1,60
2598,700 LIVINGSTON AVE,231501072,2023/02/14 16:52:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Tuesday,16,43.037905,-76.127188,1,25
2599,700 LIVINGSTON AVE,231501074,2023/02/14 16:54:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,16,43.037905,-76.127188,1,60
2600,700 LIVINGSTON AVE,23501058,2023/02/15 09:27:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,9,43.037905,-76.127188,1,60
2601,700 LIVINGSTON AVE,23501059,2023/02/15 09:27:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,Wednesday,9,43.037905,-76.127188,1,60
2602,700 LIVINGSTON AVE,23501060,2023/02/15 09:29:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,9,43.037905,-76.127188,1,25
2603,700 LIVINGSTON AVE,23501132,2023/02/16 13:31:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Thursday,13,43.037905,-76.127188,1,60
2604,700 LIVINGSTON AVE,23501131,2023/02/16 13:30:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Thursday,13,43.037905,-76.127188,1,25
2605,700 LIVINGSTON AVE,23501139,2023/02/17 09:52:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Friday,9,43.037905,-76.127188,1,60
2606,700 LIVINGSTON AVE,23501140,2023/02/17 09:52:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Second Notice,Friday,9,43.037905,-76.127188,1,60
2607,700 LIVINGSTON AVE,23501141,2023/02/17 09:52:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Friday,9,43.037905,-76.127188,1,60
2608,700 LIVINGSTON AVE,230100520,2023/02/18 17:33:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2609,700 LIVINGSTON AVE,231501239,2023/02/18 17:34:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Saturday,17,43.037905,-76.127188,1,60
2610,700 LIVINGSTON AVE,231501238,2023/02/18 17:32:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Saturday,17,43.037905,-76.127188,1,60
2611,700 LIVINGSTON AVE,230100519,2023/02/18 17:31:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2612,700 LIVINGSTON AVE,231501240,2023/02/18 17:34:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Saturday,17,43.037905,-76.127188,1,25
2613,700 LIVINGSTON AVE,230100521,2023/02/18 17:34:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2614,700 LIVINGSTON AVE,231501241,2023/02/18 17:35:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,60
2615,700 LIVINGSTON AVE,415435D,2023/02/15 19:44:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,19,43.037905,-76.127188,1,60
2616,700 LIVINGSTON AVE,409247D,2023/02/18 17:39:00+00,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,25
2617,700 LIVINGSTON AVE,230700927,2023/02/27 10:17:00+00,MISC,Second Notice,Monday,10,43.037905,-76.127188,1,25
2618,700 LIVINGSTON AVE,230700928,2023/02/27 10:19:00+00,MISC,Paid In Full,Monday,10,43.037905,-76.127188,1,25
2619,700 LIVINGSTON AVE,231501408,2023/02/28 17:51:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,17,43.037905,-76.127188,1,25
2620,700 LIVINGSTON AVE,231301009,2023/02/28 17:51:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,17,43.037905,-76.127188,1,25
2621,700 LIVINGSTON AVE,230100699,2023/02/28 17:52:00+00,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,Tuesday,17,43.037905,-76.127188,1,25
2622,700 LIVINGSTON AVE,231301010,2023/02/28 17:53:00+00,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Tuesday,17,43.037905,-76.127188,1,25
2623,700 LIVINGSTON AVE,231501409,2023/02/28 17:53:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,17,43.037905,-76.127188,1,25
2624,700 LIVINGSTON AVE,409244D,2023/02/18 17:36:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,60
2625,700 LIVINGSTON AVE,409241D,2023/02/18 17:31:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,60
2626,700 LIVINGSTON AVE,409242D,2023/02/18 17:32:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2627,700 LIVINGSTON AVE,409243D,2023/02/18 17:34:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,60
2628,700 LIVINGSTON AVE,409245D,2023/02/18 17:38:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
2629,700 LIVINGSTON AVE,409246D,2023/02/18 17:38:00+00,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Third Notice,Saturday,17,43.037905,-76.127188,1,25
2630,700 LIVINGSTON AVE,408761D,2023/02/25 23:55:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,23,43.037905,-76.127188,1,60
2631,700 LIVINGSTON AVE,408762D,2023/02/25 11:58:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Saturday,11,43.037905,-76.127188,1,60
2632,700 LIVINGSTON AVE,408763D,2023/02/25 11:59:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Saturday,11,43.037905,-76.127188,1,60
2633,700 LIVINGSTON AVE,407879D,2023/02/25 23:50:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,23,43.037905,-76.127188,1,60
2634,700 LIVINGSTON AVE,407880D,2023/02/25 23:53:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Saturday,23,43.037905,-76.127188,1,60
2635,700 LIVINGSTON AVE,396738D,2023/03/01 19:30:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,19,43.037905,-76.127188,1,60
2636,700 LIVINGSTON AVE,410738D,2023/03/05 20:36:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,20,43.037905,-76.127188,1,60
2637,700 LIVINGSTON AVE,408691D,2023/03/06 14:05:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,14,43.037905,-76.127188,1,25
2638,700 LIVINGSTON AVE,408692D,2023/03/06 14:05:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,14,43.037905,-76.127188,1,60
2639,700 LIVINGSTON AVE,408694D,2023/03/06 14:10:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Monday,14,43.037905,-76.127188,1,60
2640,700 LIVINGSTON AVE,408693D,2023/03/06 14:10:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,14,43.037905,-76.127188,1,60
2641,700 LIVINGSTON AVE,376781D,2023/02/23 20:05:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,20,43.037905,-76.127188,1,60
2642,700 LIVINGSTON AVE,23501641,2023/03/16 09:33:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Thursday,9,43.037905,-76.127188,1,25
2643,700 LIVINGSTON AVE,230101035,2023/03/21 09:39:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,Tuesday,9,43.037905,-76.127188,1,25
2644,800 ACKERMAN AVE,23500221,2023/01/10 11:18:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,11,43.036408,-76.124493,1,60
2645,800 ACKERMAN AVE,23500222,2023/01/10 11:18:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,Tuesday,11,43.036408,-76.124493,1,60
2646,800 ACKERMAN AVE,23500395,2023/01/23 09:46:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,9,43.036408,-76.124493,1,25
2647,800 ACKERMAN AVE,393685D,2023/01/20 21:48:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,21,43.036408,-76.124493,1,60
2648,800 ACKERMAN AVE,23500567,2023/01/26 09:16:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Thursday,9,43.036408,-76.124493,1,60
2649,800 ACKERMAN AVE,23500568,2023/01/26 09:16:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Thursday,9,43.036408,-76.124493,1,60
2650,800 ACKERMAN AVE,23500569,2023/01/26 09:18:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,9,43.036408,-76.124493,1,60
2651,800 ACKERMAN AVE,23500570,2023/01/26 09:18:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,9,43.036408,-76.124493,1,60
2652,800 ACKERMAN AVE,23500572,2023/01/26 09:21:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Thursday,9,43.036408,-76.124493,1,60
2653,800 ACKERMAN AVE,23500571,2023/01/26 09:21:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Thursday,9,43.036408,-76.124493,1,60
2654,800 ACKERMAN AVE,230100153,2023/01/30 09:32:00+00,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Monday,9,43.036408,-76.124493,1,60
2655,800 ACKERMAN AVE,231500734,2023/02/01 09:48:00+00,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Wednesday,9,43.036408,-76.124493,1,25
2656,800 ACKERMAN AVE,415864D,2023/01/25 21:22:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,21,43.036408,-76.124493,1,60
2657,800 ACKERMAN AVE,415863D,2023/01/25 21:20:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,21,43.036408,-76.124493,1,60
2658,800 ACKERMAN AVE,415866D,2023/01/25 21:27:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,21,43.036408,-76.124493,1,60
2659,800 ACKERMAN AVE,415865D,2023/01/25 21:24:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,21,43.036408,-76.124493,1,60
2660,800 ACKERMAN AVE,362786D,2023/01/28 20:35:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,20,43.036408,-76.124493,1,60
2661,800 ACKERMAN AVE,230700812,2023/02/08 16:20:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,16,43.036408,-76.124493,1,60
2662,800 ACKERMAN AVE,415418D,2023/02/05 20:05:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Sunday,20,43.036408,-76.124493,1,60
2663,800 ACKERMAN AVE,415420D,2023/02/05 20:06:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Sunday,20,43.036408,-76.124493,1,60
2664,800 ACKERMAN AVE,415419D,2023/02/05 20:06:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,20,43.036408,-76.124493,1,60
2665,800 ACKERMAN AVE,362795D,2023/02/03 01:47:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Friday,1,43.036408,-76.124493,1,60
2666,800 ACKERMAN AVE,23500984,2023/02/13 09:45:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Monday,9,43.036408,-76.124493,1,60
2667,800 ACKERMAN AVE,23500985,2023/02/13 09:48:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,9,43.036408,-76.124493,1,25
2668,800 ACKERMAN AVE,23501072,2023/02/15 09:57:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,9,43.036408,-76.124493,1,25
2669,800 ACKERMAN AVE,23501073,2023/02/15 09:59:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Wednesday,9,43.036408,-76.124493,1,25
2670,800 ACKERMAN AVE,397594D,2023/02/13 21:03:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
2671,800 ACKERMAN AVE,397595D,2023/02/13 21:05:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
2672,800 ACKERMAN AVE,397596D,2023/02/13 21:08:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
2673,800 ACKERMAN AVE,397598D,2023/02/13 21:10:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
2674,800 ACKERMAN AVE,397597D,2023/02/13 21:08:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
2675,800 ACKERMAN AVE,393446D,2023/02/17 11:38:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Friday,11,43.036408,-76.124493,1,60
2676,800 ACKERMAN AVE,393448D,2023/02/17 11:41:00+00,PRKD BLOCKING CRSSWLK/ALL CO15-316 (A)5,Paid In Full,Friday,11,43.036408,-76.124493,1,60
2677,800 ACKERMAN AVE,393449D,2023/02/17 11:41:00+00,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Friday,11,43.036408,-76.124493,1,60
2678,800 ACKERMAN AVE,415439D,2023/02/15 20:00:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,20,43.036408,-76.124493,1,60
2679,800 ACKERMAN AVE,393451D,2023/02/17 11:45:00+00,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Friday,11,43.036408,-76.124493,1,25
2680,800 ACKERMAN AVE,393453D,2023/02/17 11:54:00+00,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,Friday,11,43.036408,-76.124493,1,25
2681,800 ACKERMAN AVE,396725D,2023/02/17 21:40:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,21,43.036408,-76.124493,1,60
2682,800 ACKERMAN AVE,396726D,2023/02/17 21:41:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Friday,21,43.036408,-76.124493,1,60
2683,800 ACKERMAN AVE,396727D,2023/02/17 21:42:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,21,43.036408,-76.124493,1,60
2684,800 ACKERMAN AVE,408814D,2023/02/27 20:10:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,20,43.036408,-76.124493,1,60
2685,800 ACKERMAN AVE,408813D,2023/02/27 20:01:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,20,43.036408,-76.124493,1,60
2686,800 ACKERMAN AVE,407863D,2023/02/20 21:09:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
2687,800 ACKERMAN AVE,407864D,2023/02/20 21:11:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
2688,800 ACKERMAN AVE,407865D,2023/02/20 21:12:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
2689,800 ACKERMAN AVE,407866D,2023/02/20 21:15:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Monday,21,43.036408,-76.124493,1,60
2690,800 ACKERMAN AVE,410329D,2023/02/21 14:02:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,14,43.036408,-76.124493,1,60
2691,800 ACKERMAN AVE,230100779,2023/03/03 09:48:00+00,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Issued,Friday,9,43.036408,-76.124493,1,60
2692,800 ACKERMAN AVE,407872D,2023/02/24 02:42:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,2,43.036408,-76.124493,1,60
2693,800 ACKERMAN AVE,396746D,2023/03/01 07:53:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,7,43.036408,-76.124493,1,60
2694,800 ACKERMAN AVE,411148D,2023/03/04 21:35:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Saturday,21,43.036408,-76.124493,1,60
2695,800 ACKERMAN AVE,411149D,2023/03/04 21:40:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Saturday,21,43.036408,-76.124493,1,60
2696,800 ACKERMAN AVE,411150D,2023/03/04 21:44:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,21,43.036408,-76.124493,1,60
2697,800 ACKERMAN AVE,411131D,2023/03/03 22:36:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Friday,22,43.036408,-76.124493,1,60
2698,800 ACKERMAN AVE,411129D,2023/03/03 22:32:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,22,43.036408,-76.124493,1,60
2699,800 ACKERMAN AVE,411132D,2023/03/03 22:37:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Friday,22,43.036408,-76.124493,1,60
2700,800 ACKERMAN AVE,411130D,2023/03/03 22:32:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,22,43.036408,-76.124493,1,60
2701,800 ACKERMAN AVE,411133D,2023/03/03 22:37:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,Friday,22,43.036408,-76.124493,1,60
2702,800 ACKERMAN AVE,411134D,2023/03/03 22:40:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Friday,22,43.036408,-76.124493,1,60
2703,800 ACKERMAN AVE,23501598,2023/03/13 11:24:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Monday,11,43.036408,-76.124493,1,60
2704,800 ACKERMAN AVE,23501599,2023/03/13 11:24:00+00,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Monday,11,43.036408,-76.124493,1,60
2705,800 ACKERMAN AVE,410810D,2023/03/08 19:34:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,19,43.036408,-76.124493,1,60
2706,800 ACKERMAN AVE,230100992,2023/03/20 09:18:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,Monday,9,43.036408,-76.124493,1,60
2707,800 ACKERMAN AVE,411830D,2023/03/14 04:27:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,4,43.036408,-76.124493,1,60
2708,800 ACKERMAN AVE,412082D,2023/03/13 21:40:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,21,43.036408,-76.124493,1,60
2709,800 ACKERMAN AVE,412083D,2023/03/13 21:40:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Monday,21,43.036408,-76.124493,1,60
2710,800 ACKERMAN AVE,397122D,2023/12/03 09:45:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,Sunday,9,43.036408,-76.124493,1,25
2711,300 WASHINGTON ST E,231500100,2023/01/05 10:29:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Thursday,10,43.0492047,-76.1481375,1,60
2712,300 WASHINGTON ST E,231500099,2023/01/05 10:29:00+00,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Thursday,10,43.0492047,-76.1481375,1,60
2713,300 WASHINGTON ST E,231500111,2023/01/05 11:12:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Approved,Thursday,11,43.0492047,-76.1481375,1,0
2714,300 WASHINGTON ST E,231500129,2023/01/06 10:32:00+00,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Friday,10,43.0492047,-76.1481375,1,60
2715,300 WASHINGTON ST E,231500130,2023/01/06 10:32:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Friday,10,43.0492047,-76.1481375,1,60
2716,300 WASHINGTON ST E,231500131,2023/01/06 10:34:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Friday,10,43.0492047,-76.1481375,1,25
2717,300 WASHINGTON ST E,230700093,2023/01/10 14:23:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,25
2718,300 WASHINGTON ST E,230700094,2023/01/10 14:23:00+00,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
2719,300 WASHINGTON ST E,230700095,2023/01/10 14:23:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
2720,300 WASHINGTON ST E,230700096,2023/01/10 14:25:00+00,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
2721,300 WASHINGTON ST E,230700097,2023/01/10 14:25:00+00,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,Tuesday,14,43.0492047,-76.1481375,1,60
